1,133,0.24996919270358656,28,1.4613081518665976,3.3592803995667078,49.90257829901919,0.0014727495353280618,4.171811652693277,1.8545073505921268
2,102,0.7337522341124645,25,1.1867666842724525,0.813459758706693,20.70640364077685,0.002556887332968495,6.1600918021407844,1.5129827923125763
3,51,0.5814138515123783,25,1.4164476974817624,2.5530507913734724,25.27967976855873,0.0008299279427510297,3.800812940970664,1.5307865455139023
4,86,0.6391908073809529,27,1.7130545300945368,0.7051272601353685,29.660414902164398,0.0031227153529942097,5.962621515555417,0.9508466877121001
5,53,0.6965870414965002,27,1.1572410257940011,3.6596570292629336,15.955894417479218,0.00779294969071568,3.0705571335984394,1.0559247852826348
6,112,0.43502793616584656,11,1.062205289971824,3.4847378557153306,25.745070390226147,0.005323201581302274,4.6067365229658,0.8260592034912808
7,129,0.28643017908072793,18,1.9588901789181867,1.557421608431331,15.09524704195356,0.004729879085802666,4.997746986360309,1.1423277344801268
8,103,0.283957783282873,12,1.0223285226865173,2.378826794756054,40.44252699046765,0.002406821636824997,5.575852067670101,1.5394483670107184
9,128,0.22891399729322248,25,1.7272405054568392,1.6640021276319061,41.359979800528194,0.006722845191217107,4.140546431746328,0.6354395144629649
10,79,0.45866584237759145,19,1.018098434295532,2.4478449408386367,59.288331776751335,7.163853727500058e-05,1.487415406451817,0.7476869878173915
11,104,0.2279364993832559,2,1.5795147326518064,1.8928807071956397,49.41144932202066,0.009035849571515216,3.274206419861194,0.478438022816911
12,96,0.713072249072466,5,1.1785269245916878,3.0347874874388405,36.393257764118395,0.0032410874068217643,5.261396352045139,1.5346679120848037
13,103,0.7972234522964196,30,1.257190344761074,0.6452147146519285,32.59443856888652,0.004586815705265777,5.410013322854226,0.5269668011796944
14,72,0.7623413017447329,4,1.7907006797615974,3.9901990121764523,53.68503835516841,0.005122134280191671,4.248843410441479,1.695469140757078
15,103,0.18740176431168254,24,1.591994266619255,0.5091718526653526,20.752682202123594,7.414210685107392e-05,2.7699834590826837,1.9925894821394832
16,70,0.2922817874706957,13,1.2193139608782246,1.8883181565127392,56.949166453732985,0.005750328446181091,4.901993355906218,0.8568807273615624
17,63,0.5691068638802296,11,1.9524507152952597,2.0765126839747943,10.993429499319154,0.002506702160669433,5.2566450474517055,1.311158835000257
18,133,0.7740010802769891,3,1.162024804055314,3.9204302020434874,48.847806458998015,0.0005894685623438889,3.2163943349616524,1.7755499964992538
19,118,0.1628321767734673,7,1.6151173811896227,0.7707652453593307,40.49799720676147,0.004644556322971414,4.962030422556708,1.3667886677245544
20,56,0.40173557256979675,16,1.4669201151602134,2.816722345126152,53.28587898707529,0.005497748337137727,4.420478748357502,1.3996182284429997
21,112,0.24948840948610618,11,1.303957997184241,3.0119092158926652,43.204208934471744,0.005838700748540014,4.867926376526207,0.9698443333370584
22,112,0.5792079308428595,16,1.1852603945828335,1.8626195268561314,42.36194799101437,0.005884960862826503,3.5650392051420936,1.3100158688364552
23,61,0.5614807511570273,26,1.4201575419196133,1.223203221238864,29.799855569598783,0.0066640067620039965,4.612311272127143,0.9166026779188017
24,142,0.676462867757563,19,1.2490616205527594,0.942726552117721,36.938166758031656,0.0007571250819207942,3.8147305062237153,2.1021441040511495
25,51,0.5237850612406718,18,1.8682009724417323,1.8598055502780242,32.330473684150405,0.00046522344307501354,3.142543411625725,1.9286669856450156
26,121,0.27329362065525936,22,1.3440944166400035,0.7979057838799092,46.10396670569139,0.0020942733679267344,5.871133697284656,1.148054745306
27,127,0.4251389264267711,23,1.5888102570993028,3.9602545316763207,34.13310508365687,0.0050624735868842405,3.9055042025412137,1.0596498407997184
28,87,0.7727633829782918,26,1.181757403586425,2.6710113341975337,25.771957703069106,0.004960029654703281,5.292703906045523,0.9676938806423399
29,53,0.13440586088237627,4,1.017196021793698,0.6319006844379285,32.84349609759259,0.007097660775117379,4.440237925536327,0.8210808123285849
30,94,0.5006414532344714,8,1.427804273348761,3.2227056129901444,38.44310241898342,0.004685781117288334,4.834926497938264,1.1797621384530632
31,57,0.6842917843770422,11,1.7935959769887504,3.88360021553543,13.517986394247856,0.006329549138578214,3.8873581353472253,1.3462770152952748
32,123,0.7350100074302341,11,1.3964526307159262,3.867111401489192,20.19179646552511,0.007122727869029767,3.6588120388422234,0.5221213407513917
33,145,0.5810918563465364,7,1.8353151682637432,3.590887144411811,59.371807430019544,0.00363845258210582,4.24618634149191,1.9221590945186033
34,140,0.7890216187366735,8,1.7476440085799108,1.2508980045381548,19.01522159319823,0.008975668770748093,3.911248252156871,0.5617800823745824
35,98,0.44891640853673154,12,1.0753661007212978,1.0068042955402903,34.38036045041011,0.009674973464777966,3.25372560074483,0.853781737274185
36,141,0.7112115081988374,8,1.7523131895712418,3.471618166203462,58.04320407422982,0.008119330136168126,3.7863311876715953,0.5108526253624436
